Invoice ID,Date,Time,Product line,Product_Name,Unit price,Quantity,Sales,Transaction_Type,Current_Stock
641-96-3695,2019-02-07,5:55:00 PM,Fashion accessories,Ikat Pinggang Hitam,45000,6,270000,OUT (Penjualan),150
744-82-9138,2019-02-07,5:59:00 PM,Fashion accessories,Dompet Lipat,60000,2,120000,OUT (Penjualan),135
214-17-6927,2019-02-07,6:23:00 PM,Food and beverages,Beras 5kg,65000,6,390000,OUT (Penjualan),118
868-81-1752,2019-02-07,6:48:00 PM,Home and lifestyle,Lampu LED Philips,35000,9,315000,OUT (Penjualan),121
374-38-5555,2019-02-07,7:30:00 PM,Fashion accessories,Topi Baseball,35000,5,175000,OUT (Penjualan),167
533-33-5337,2019-02-07,8:24:00 PM,Electronic accessories,Charger HP,45000,10,450000,OUT (Penjualan),159
373-73-7910,2019-02-08,10:37:00 AM,Sports and travel,Jas Hujan,65000,7,455000,OUT (Penjualan),156
732-04-5373,2019-02-08,10:53:00 AM,Home and lifestyle,Pewangi Ruangan,18000,4,72000,OUT (Penjualan),144
181-82-6255,2019-02-08,10:58:00 AM,Home and lifestyle,Pewangi Ruangan,18000,6,108000,OUT (Penjualan),138
549-84-7482,2019-02-08,11:15:00 AM,Sports and travel,Kacamata Renang,50000,9,450000,OUT (Penjualan),95
756-49-0168,2019-02-08,11:39:00 AM,Fashion accessories,Kaos Kaki Polos,15000,1,15000,OUT (Penjualan),144
815-04-6282,2019-02-08,12:52:00 PM,Sports and travel,Matras Yoga,85000,5,425000,OUT (Penjualan),116
271-88-8734,2019-02-08,1:00:00 PM,Fashion accessories,Topi Baseball,35000,10,350000,OUT (Penjualan),157
354-25-5821,2019-02-08,1:03:00 PM,Sports and travel,Botol Minum Tumblr,40000,6,240000,OUT (Penjualan),27
440-59-5691,2019-02-08,1:12:00 PM,Health and beauty,Skincare Wardah,55000,7,385000,OUT (Penjualan),132
830-58-2383,2019-02-08,3:26:00 PM,Home and lifestyle,Pewangi Ruangan,18000,4,72000,OUT (Penjualan),134
649-29-6775,2019-02-08,3:31:00 PM,Fashion accessories,Topi Baseball,35000,1,35000,OUT (Penjualan),156
687-47-8271,2019-02-08,4:20:00 PM,Fashion accessories,Ikat Pinggang Hitam,45000,10,450000,OUT (Penjualan),140
130-98-8941,2019-02-09,10:00:00 AM,Fashion accessories,Kaos Kaki Polos,15000,7,105000,OUT (Penjualan),137
746-19-0921,2019-02-09,10:02:00 AM,Food and beverages,Indomie Goreng,3500,1,3500,OUT (Penjualan),29
428-83-5800,2019-02-09,10:25:00 AM,Food and beverages,Beras 5kg,65000,3,195000,OUT (Penjualan),115
447-15-7839,2019-02-09,11:00:00 AM,Sports and travel,Matras Yoga,85000,10,850000,OUT (Penjualan),106
200-40-6154,2019-02-09,11:45:00 AM,Home and lifestyle,Pewangi Ruangan,18000,6,108000,OUT (Penjualan),128
509-10-0516,2019-02-09,12:02:00 PM,Home and lifestyle,Sapu Lantai,25000,4,100000,OUT (Penjualan),156
871-39-9221,2019-02-09,1:11:00 PM,Electronic accessories,Charger HP,45000,6,270000,OUT (Penjualan),153
727-02-1313,2019-02-09,1:22:00 PM,Food and beverages,Minyak Goreng 2L,32000,1,32000,OUT (Penjualan),126
602-80-9671,2019-02-09,5:15:00 PM,Home and lifestyle,Deterjen Rinso,22000,6,132000,OUT (Penjualan),136
450-42-3339,2019-02-09,6:58:00 PM,Health and beauty,Shampo Clear,28000,10,280000,OUT (Penjualan),39
146-09-5432,2019-02-09,7:17:00 PM,Food and beverages,Beras 5kg,65000,9,585000,OUT (Penjualan),106
866-05-7563,2019-02-09,7:43:00 PM,Electronic accessories,Kabel Data Type-C,35000,3,105000,OUT (Penjualan),97
747-58-7183,2019-02-09,8:31:00 PM,Fashion accessories,Kaos Kaki Polos,15000,3,45000,OUT (Penjualan),134
685-64-1609,2019-02-10,12:28:00 PM,Fashion accessories,Ikat Pinggang Hitam,45000,10,450000,OUT (Penjualan),130
669-54-1719,2019-02-10,12:45:00 PM,Electronic accessories,Earphone TWS,150000,6,900000,OUT (Penjualan),156
400-60-7251,2019-02-10,12:50:00 PM,Home and lifestyle,Pewangi Ruangan,18000,1,18000,OUT (Penjualan),127
559-98-9873,2019-02-10,12:56:00 PM,Fashion accessories,Ikat Pinggang Hitam,45000,7,315000,OUT (Penjualan),123
448-34-8700,2019-02-10,1:51:00 PM,Home and lifestyle,Pewangi Ruangan,18000,7,126000,OUT (Penjualan),120
196-01-2849,2019-02-10,1:56:00 PM,Fashion accessories,Dompet Lipat,60000,7,420000,OUT (Penjualan),128
162-48-8011,2019-02-10,3:10:00 PM,Food and beverages,Kopi Kapal Api,1500,5,7500,OUT (Penjualan),113
838-78-4295,2019-02-10,3:43:00 PM,Health and beauty,Skincare Wardah,55000,2,110000,OUT (Penjualan),130
378-07-7001,2019-02-10,6:23:00 PM,Electronic accessories,Powerbank 10000mAh,120000,3,360000,OUT (Penjualan),151
695-51-0018,2019-02-10,6:36:00 PM,Sports and travel,Matras Yoga,85000,4,340000,OUT (Penjualan),102
227-07-4446,2019-02-10,8:51:00 PM,Electronic accessories,Powerbank 10000mAh,120000,10,1200000,OUT (Penjualan),141
842-40-8179,2019-02-11,10:38:00 AM,Food and beverages,Minyak Goreng 2L,32000,10,320000,OUT (Penjualan),116
284-34-9626,2019-02-11,10:39:00 AM,Home and lifestyle,Pewangi Ruangan,18000,3,54000,OUT (Penjualan),117
418-02-5978,2019-02-11,10:54:00 AM,Health and beauty,Skincare Wardah,55000,9,495000,OUT (Penjualan),121
531-56-4728,2019-02-11,3:29:00 PM,Home and lifestyle,Pewangi Ruangan,18000,3,54000,OUT (Penjualan),114
866-99-7614,2019-02-11,3:42:00 PM,Food and beverages,Beras 5kg,65000,10,650000,OUT (Penjualan),96
534-53-3526,2019-02-11,4:06:00 PM,Sports and travel,Jas Hujan,65000,4,260000,OUT (Penjualan),152
796-12-2025,2019-02-11,4:19:00 PM,Fashion accessories,Topi Baseball,35000,10,350000,OUT (Penjualan),146
401-09-4232,2019-02-11,6:38:00 PM,Home and lifestyle,Pewangi Ruangan,18000,5,90000,OUT (Penjualan),109
365-64-0515,2019-02-12,10:25:00 AM,Electronic accessories,Powerbank 10000mAh,120000,5,600000,OUT (Penjualan),136
549-03-9315,2019-02-12,12:58:00 PM,Fashion accessories,Dompet Lipat,60000,8,480000,OUT (Penjualan),120
373-14-0504,2019-02-12,2:33:00 PM,Sports and travel,Botol Minum Tumblr,40000,2,80000,OUT (Penjualan),25
641-51-2661,2019-02-12,2:45:00 PM,Food and beverages,Kopi Kapal Api,1500,10,15000,OUT (Penjualan),103
305-18-3552,2019-02-12,4:19:00 PM,Home and lifestyle,Deterjen Rinso,22000,10,220000,OUT (Penjualan),126
885-56-0389,2019-02-12,5:49:00 PM,Fashion accessories,Topi Baseball,35000,1,35000,OUT (Penjualan),145
287-83-1405,2019-02-12,7:01:00 PM,Health and beauty,Sabun Cair Lifebuoy,25000,6,150000,OUT (Penjualan),139
528-87-5606,2019-02-12,7:43:00 PM,Electronic accessories,Charger HP,45000,1,45000,OUT (Penjualan),152
139-52-2867,2019-02-13,10:50:00 AM,Fashion accessories,Ikat Pinggang Hitam,45000,7,315000,OUT (Penjualan),116
173-50-1108,2019-02-13,12:14:00 PM,Sports and travel,Jas Hujan,65000,4,260000,OUT (Penjualan),148
151-16-1484,2019-02-13,12:38:00 PM,Electronic accessories,Charger HP,45000,4,180000,OUT (Penjualan),148
388-76-2555,2019-02-13,1:59:00 PM,Sports and travel,Kacamata Renang,50000,6,300000,OUT (Penjualan),89
339-18-7061,2019-02-13,3:06:00 PM,Fashion accessories,Dompet Lipat,60000,2,120000,OUT (Penjualan),118
767-54-1907,2019-02-13,4:59:00 PM,Fashion accessories,Ikat Pinggang Hitam,45000,5,225000,OUT (Penjualan),111
549-23-9016,2019-02-13,6:15:00 PM,Food and beverages,Beras 5kg,65000,2,130000,OUT (Penjualan),94
563-36-9814,2019-02-13,6:27:00 PM,Electronic accessories,Charger HP,45000,1,45000,OUT (Penjualan),147
235-46-8343,2019-02-14,11:26:00 AM,Food and beverages,Beras 5kg,65000,10,650000,OUT (Penjualan),84
109-86-4363,2019-02-14,11:36:00 AM,Sports and travel,Kacamata Renang,50000,7,350000,OUT (Penjualan),82
545-07-8534,2019-02-14,12:42:00 PM,Health and beauty,Pasta Gigi Pepsodent,15000,2,30000,OUT (Penjualan),33
853-23-2453,2019-02-14,2:35:00 PM,Health and beauty,Pasta Gigi Pepsodent,15000,4,60000,OUT (Penjualan),29
528-14-9470,2019-02-14,2:42:00 PM,Health and beauty,Skincare Wardah,55000,1,55000,OUT (Penjualan),120
150-89-8043,2019-02-14,3:04:00 PM,Sports and travel,Jas Hujan,65000,3,195000,OUT (Penjualan),145
638-60-7125,2019-02-14,5:03:00 PM,Electronic accessories,Charger HP,45000,8,360000,OUT (Penjualan),139
174-36-3675,2019-02-14,5:29:00 PM,Food and beverages,Minyak Goreng 2L,32000,2,64000,OUT (Penjualan),114
305-03-2383,2019-02-15,10:36:00 AM,Food and beverages,Kopi Kapal Api,1500,3,4500,OUT (Penjualan),100
233-34-0817,2019-02-15,11:21:00 AM,Electronic accessories,Charger HP,45000,1,45000,OUT (Penjualan),138
246-11-3901,2019-02-15,12:12:00 PM,Electronic accessories,Earphone TWS,150000,10,1500000,OUT (Penjualan),146
541-89-9860,2019-02-15,12:31:00 PM,Fashion accessories,Ikat Pinggang Hitam,45000,3,135000,OUT (Penjualan),108
394-43-4238,2019-02-15,12:42:00 PM,Home and lifestyle,Sapu Lantai,25000,5,125000,OUT (Penjualan),151
227-78-1148,2019-02-15,12:44:00 PM,Fashion accessories,Dompet Lipat,60000,7,420000,OUT (Penjualan),111
152-68-2907,2019-02-15,1:30:00 PM,Food and beverages,Indomie Goreng,3500,3,10500,OUT (Penjualan),26
234-36-2483,2019-02-15,1:51:00 PM,Health and beauty,Shampo Clear,28000,6,168000,OUT (Penjualan),33
710-46-4433,2019-02-15,2:15:00 PM,Food and beverages,Kopi Kapal Api,1500,9,13500,OUT (Penjualan),91
860-79-0874,2019-02-15,2:53:00 PM,Fashion accessories,Dompet Lipat,60000,10,600000,OUT (Penjualan),101
497-36-0989,2019-02-15,3:21:00 PM,Fashion accessories,Ikat Pinggang Hitam,45000,3,135000,OUT (Penjualan),105
136-08-6195,2019-02-15,5:01:00 PM,Home and lifestyle,Sapu Lantai,25000,8,200000,OUT (Penjualan),143
556-41-6224,2019-02-15,5:10:00 PM,Health and beauty,Shampo Clear,28000,8,224000,OUT (Penjualan),25
321-49-7382,2019-02-15,5:38:00 PM,Sports and travel,Matras Yoga,85000,1,85000,OUT (Penjualan),101
285-68-5083,2019-02-15,5:47:00 PM,Sports and travel,Jas Hujan,65000,3,195000,OUT (Penjualan),142
372-94-8041,2019-02-15,6:03:00 PM,Health and beauty,Skincare Wardah,55000,6,330000,OUT (Penjualan),114
873-95-4984,2019-02-15,8:21:00 PM,Health and beauty,Pasta Gigi Pepsodent,15000,7,105000,OUT (Penjualan),22
400-80-4065,2019-02-15,8:21:00 PM,Health and beauty,Skincare Wardah,55000,4,220000,OUT (Penjualan),110
431-66-2305,2019-02-15,8:51:00 PM,Electronic accessories,Earphone TWS,150000,9,1350000,OUT (Penjualan),137
RESTOCK-529,2019-02-16,06:00:00 AM,Food and beverages,Indomie Goreng,3500,150,0,IN (Barang Masuk),176
873-14-6353,2019-02-16,10:33:00 AM,Food and beverages,Indomie Goreng,3500,7,24500,OUT (Penjualan),169
895-03-6665,2019-02-16,10:52:00 AM,Fashion accessories,Kaos Kaki Polos,15000,9,135000,OUT (Penjualan),125
241-72-9525,2019-02-16,12:21:00 PM,Sports and travel,Jas Hujan,65000,10,650000,OUT (Penjualan),132
408-66-6712,2019-02-16,2:19:00 PM,Health and beauty,Sabun Cair Lifebuoy,25000,6,150000,OUT (Penjualan),133
598-06-7312,2019-02-16,3:42:00 PM,Fashion accessories,Kaos Kaki Polos,15000,1,15000,OUT (Penjualan),124
273-84-2164,2019-02-16,3:53:00 PM,Electronic accessories,Charger HP,45000,5,225000,OUT (Penjualan),133
587-03-7455,2019-02-16,5:30:00 PM,Fashion accessories,Dompet Lipat,60000,7,420000,OUT (Penjualan),94
133-77-3154,2019-02-16,6:04:00 PM,Fashion accessories,Topi Baseball,35000,4,140000,OUT (Penjualan),141
RESTOCK-548,2019-02-17,06:00:00 AM,Sports and travel,Botol Minum Tumblr,40000,150,0,IN (Barang Masuk),175
612-36-5536,2019-02-17,11:12:00 AM,Food and beverages,Minyak Goreng 2L,32000,8,256000,OUT (Penjualan),106
636-48-8204,2019-02-17,11:15:00 AM,Electronic accessories,Charger HP,45000,5,225000,OUT (Penjualan),128
788-21-5741,2019-02-17,1:34:00 PM,Fashion accessories,Dompet Lipat,60000,3,180000,OUT (Penjualan),91
590-83-4591,2019-02-17,2:40:00 PM,Electronic accessories,Kabel Data Type-C,35000,6,210000,OUT (Penjualan),91
785-96-0615,2019-02-17,3:28:00 PM,Electronic accessories,Earphone TWS,150000,8,1200000,OUT (Penjualan),129
131-70-8179,2019-02-17,4:27:00 PM,Health and beauty,Shampo Clear,28000,3,84000,OUT (Penjualan),22
201-63-8275,2019-02-17,4:50:00 PM,Sports and travel,Matras Yoga,85000,7,595000,OUT (Penjualan),94
803-17-8013,2019-02-17,5:09:00 PM,Home and lifestyle,Deterjen Rinso,22000,8,176000,OUT (Penjualan),118
634-97-8956,2019-02-17,5:27:00 PM,Food and beverages,Indomie Goreng,3500,3,10500,OUT (Penjualan),166
389-25-3394,2019-02-17,6:06:00 PM,Electronic accessories,Earphone TWS,150000,5,750000,OUT (Penjualan),124
123-35-4896,2019-02-17,7:11:00 PM,Sports and travel,Jas Hujan,65000,9,585000,OUT (Penjualan),123
827-77-7633,2019-02-17,7:41:00 PM,Sports and travel,Botol Minum Tumblr,40000,9,360000,OUT (Penjualan),166
420-11-4919,2019-02-17,7:57:00 PM,Food and beverages,Beras 5kg,65000,5,325000,OUT (Penjualan),79
RESTOCK-554,2019-02-18,06:00:00 AM,Health and beauty,Shampo Clear,28000,150,0,IN (Barang Masuk),172
652-49-6720,2019-02-18,11:40:00 AM,Electronic accessories,Charger HP,45000,1,45000,OUT (Penjualan),127
849-09-3807,2019-02-18,1:28:00 PM,Fashion accessories,Ikat Pinggang Hitam,45000,7,315000,OUT (Penjualan),98
764-44-8999,2019-02-18,2:42:00 PM,Health and beauty,Skincare Wardah,55000,2,110000,OUT (Penjualan),108
354-39-5160,2019-02-18,3:39:00 PM,Home and lifestyle,Lampu LED Philips,35000,6,210000,OUT (Penjualan),115
787-15-1757,2019-02-18,4:28:00 PM,Health and beauty,Shampo Clear,28000,4,112000,OUT (Penjualan),168
597-78-7908,2019-02-18,7:39:00 PM,Fashion accessories,Kaos Kaki Polos,15000,3,45000,OUT (Penjualan),121
278-97-7759,2019-02-18,8:29:00 PM,Electronic accessories,Kabel Data Type-C,35000,1,35000,OUT (Penjualan),90
409-33-9708,2019-02-19,10:12:00 AM,Fashion accessories,Topi Baseball,35000,2,70000,OUT (Penjualan),139
886-77-9084,2019-02-19,11:33:00 AM,Electronic accessories,Powerbank 10000mAh,120000,8,960000,OUT (Penjualan),128
449-16-6770,2019-02-19,2:53:00 PM,Health and beauty,Sabun Cair Lifebuoy,25000,5,125000,OUT (Penjualan),128
384-59-6655,2019-02-19,3:07:00 PM,Food and beverages,Beras 5kg,65000,9,585000,OUT (Penjualan),70
183-21-3799,2019-02-19,3:14:00 PM,Electronic accessories,Kabel Data Type-C,35000,9,315000,OUT (Penjualan),81
272-27-9238,2019-02-19,4:23:00 PM,Food and beverages,Beras 5kg,65000,4,260000,OUT (Penjualan),66
629-42-4133,2019-02-19,7:24:00 PM,Health and beauty,Sabun Cair Lifebuoy,25000,8,200000,OUT (Penjualan),120
752-23-3760,2019-02-19,7:29:00 PM,Sports and travel,Kacamata Renang,50000,7,350000,OUT (Penjualan),75
868-06-0466,2019-02-19,7:38:00 PM,Electronic accessories,Earphone TWS,150000,9,1350000,OUT (Penjualan),115
RESTOCK-573,2019-02-20,06:00:00 AM,Health and beauty,Pasta Gigi Pepsodent,15000,150,0,IN (Barang Masuk),172
779-42-2410,2019-02-20,1:06:00 PM,Food and beverages,Kopi Kapal Api,1500,3,4500,OUT (Penjualan),88
848-95-6252,2019-02-20,1:24:00 PM,Home and lifestyle,Sapu Lantai,25000,1,25000,OUT (Penjualan),142
692-92-5582,2019-02-20,1:27:00 PM,Food and beverages,Kopi Kapal Api,1500,3,4500,OUT (Penjualan),85
311-13-6971,2019-02-20,3:18:00 PM,Sports and travel,Jas Hujan,65000,10,650000,OUT (Penjualan),113
548-46-9322,2019-02-20,3:24:00 PM,Food and beverages,Kopi Kapal Api,1500,10,15000,OUT (Penjualan),75
546-80-2899,2019-02-20,3:29:00 PM,Home and lifestyle,Lampu LED Philips,35000,2,70000,OUT (Penjualan),113
782-95-9291,2019-02-20,3:55:00 PM,Food and beverages,Kopi Kapal Api,1500,5,7500,OUT (Penjualan),70
725-56-0833,2019-02-20,4:49:00 PM,Health and beauty,Pasta Gigi Pepsodent,15000,10,150000,OUT (Penjualan),162
498-41-1961,2019-02-20,6:01:00 PM,Health and beauty,Pasta Gigi Pepsodent,15000,5,75000,OUT (Penjualan),157
458-61-0011,2019-02-20,6:43:00 PM,Food and beverages,Indomie Goreng,3500,4,14000,OUT (Penjualan),162
389-70-2397,2019-02-21,10:26:00 AM,Health and beauty,Pasta Gigi Pepsodent,15000,5,75000,OUT (Penjualan),152
714-02-3114,2019-02-21,11:39:00 AM,Sports and travel,Matras Yoga,85000,2,170000,OUT (Penjualan),92
279-62-1445,2019-02-21,12:38:00 PM,Fashion accessories,Dompet Lipat,60000,1,60000,OUT (Penjualan),90
503-21-4385,2019-02-21,12:40:00 PM,Health and beauty,Pasta Gigi Pepsodent,15000,3,45000,OUT (Penjualan),149
319-74-2561,2019-02-21,4:55:00 PM,Electronic accessories,Kabel Data Type-C,35000,3,105000,OUT (Penjualan),78
269-04-5750,2019-02-21,6:31:00 PM,Fashion accessories,Dompet Lipat,60000,4,240000,OUT (Penjualan),86
488-25-4221,2019-02-22,10:36:00 AM,Food and beverages,Minyak Goreng 2L,32000,1,32000,OUT (Penjualan),105
831-64-0259,2019-02-22,10:43:00 AM,Fashion accessories,Kaos Kaki Polos,15000,5,75000,OUT (Penjualan),116
582-52-8065,2019-02-22,10:49:00 AM,Fashion accessories,Dompet Lipat,60000,9,540000,OUT (Penjualan),77
777-67-2495,2019-02-22,11:26:00 AM,Home and lifestyle,Sapu Lantai,25000,3,75000,OUT (Penjualan),139
838-02-1821,2019-02-22,12:10:00 PM,Home and lifestyle,Lampu LED Philips,35000,2,70000,OUT (Penjualan),111
807-14-7833,2019-02-22,12:30:00 PM,Electronic accessories,Earphone TWS,150000,10,1500000,OUT (Penjualan),105
864-24-7918,2019-02-22,3:15:00 PM,Sports and travel,Jas Hujan,65000,10,650000,OUT (Penjualan),103
347-56-2442,2019-02-22,3:33:00 PM,Home and lifestyle,Sapu Lantai,25000,1,25000,OUT (Penjualan),138
743-88-1662,2019-02-22,6:17:00 PM,Sports and travel,Matras Yoga,85000,7,595000,OUT (Penjualan),85
837-55-7229,2019-02-22,6:19:00 PM,Fashion accessories,Dompet Lipat,60000,1,60000,OUT (Penjualan),76
690-01-6631,2019-02-22,6:35:00 PM,Fashion accessories,Dompet Lipat,60000,10,600000,OUT (Penjualan),66
831-81-6575,2019-02-23,11:12:00 AM,Electronic accessories,Earphone TWS,150000,9,1350000,OUT (Penjualan),96
396-90-2219,2019-02-23,12:29:00 PM,Electronic accessories,Earphone TWS,150000,8,1200000,OUT (Penjualan),88
729-46-7422,2019-02-23,4:52:00 PM,Food and beverages,Beras 5kg,65000,1,65000,OUT (Penjualan),65
274-05-5470,2019-02-23,6:30:00 PM,Food and beverages,Minyak Goreng 2L,32000,4,128000,OUT (Penjualan),101
787-56-0757,2019-02-23,6:45:00 PM,Food and beverages,Minyak Goreng 2L,32000,4,128000,OUT (Penjualan),97
503-07-0930,2019-02-23,7:49:00 PM,Sports and travel,Botol Minum Tumblr,40000,7,280000,OUT (Penjualan),159
695-09-5146,2019-02-23,8:00:00 PM,Food and beverages,Kopi Kapal Api,1500,3,4500,OUT (Penjualan),67
190-14-3147,2019-02-23,8:43:00 PM,Health and beauty,Skincare Wardah,55000,4,220000,OUT (Penjualan),104
186-43-8965,2019-02-24,10:10:00 AM,Home and lifestyle,Sapu Lantai,25000,2,50000,OUT (Penjualan),136
803-83-5989,2019-02-24,10:55:00 AM,Home and lifestyle,Pewangi Ruangan,18000,6,108000,OUT (Penjualan),103
315-22-5665,2019-02-24,11:38:00 AM,Home and lifestyle,Lampu LED Philips,35000,10,350000,OUT (Penjualan),101
692-27-8933,2019-02-24,1:02:00 PM,Sports and travel,Jas Hujan,65000,6,390000,OUT (Penjualan),97
516-77-6464,2019-02-24,1:08:00 PM,Health and beauty,Shampo Clear,28000,5,140000,OUT (Penjualan),163
365-16-4334,2019-02-24,2:26:00 PM,Food and beverages,Indomie Goreng,3500,8,28000,OUT (Penjualan),154
740-11-5257,2019-02-24,4:44:00 PM,Electronic accessories,Kabel Data Type-C,35000,10,350000,OUT (Penjualan),68
380-60-5336,2019-02-24,6:06:00 PM,Electronic accessories,Powerbank 10000mAh,120000,10,1200000,OUT (Penjualan),118
242-11-3142,2019-02-24,7:57:00 PM,Fashion accessories,Kaos Kaki Polos,15000,2,30000,OUT (Penjualan),114
300-71-4605,2019-02-25,11:24:00 AM,Electronic accessories,Earphone TWS,150000,5,750000,OUT (Penjualan),83
866-70-2814,2019-02-25,11:58:00 AM,Electronic accessories,Powerbank 10000mAh,120000,10,1200000,OUT (Penjualan),108
574-80-1489,2019-02-25,1:22:00 PM,Food and beverages,Indomie Goreng,3500,4,14000,OUT (Penjualan),150
505-02-0892,2019-02-25,2:12:00 PM,Health and beauty,Sabun Cair Lifebuoy,25000,8,200000,OUT (Penjualan),112
355-53-5943,2019-02-25,2:36:00 PM,Electronic accessories,Kabel Data Type-C,35000,6,210000,OUT (Penjualan),62
735-06-4124,2019-02-25,3:31:00 PM,Food and beverages,Beras 5kg,65000,1,65000,OUT (Penjualan),64
719-89-8991,2019-02-25,4:03:00 PM,Sports and travel,Jas Hujan,65000,5,325000,OUT (Penjualan),92
275-28-0149,2019-02-25,4:21:00 PM,Sports and travel,Matras Yoga,85000,1,85000,OUT (Penjualan),84
511-54-3087,2019-02-25,4:36:00 PM,Sports and travel,Jas Hujan,65000,1,65000,OUT (Penjualan),91
308-81-0538,2019-02-25,5:16:00 PM,Fashion accessories,Kaos Kaki Polos,15000,4,60000,OUT (Penjualan),110
834-83-1826,2019-02-25,5:16:00 PM,Home and lifestyle,Deterjen Rinso,22000,5,110000,OUT (Penjualan),113
636-17-0325,2019-02-25,6:37:00 PM,Health and beauty,Sabun Cair Lifebuoy,25000,4,100000,OUT (Penjualan),108
459-45-2396,2019-02-25,6:45:00 PM,Food and beverages,Minyak Goreng 2L,32000,3,96000,OUT (Penjualan),94
871-79-8483,2019-02-25,7:39:00 PM,Fashion accessories,Kaos Kaki Polos,15000,5,75000,OUT (Penjualan),105
608-05-3804,2019-02-25,8:19:00 PM,Electronic accessories,Earphone TWS,150000,1,150000,OUT (Penjualan),82
502-05-1910,2019-02-25,8:35:00 PM,Health and beauty,Skincare Wardah,55000,3,165000,OUT (Penjualan),101
466-61-5506,2019-02-26,10:52:00 AM,Electronic accessories,Kabel Data Type-C,35000,6,210000,OUT (Penjualan),56
437-53-3084,2019-02-26,11:48:00 AM,Fashion accessories,Kaos Kaki Polos,15000,2,30000,OUT (Penjualan),103
707-32-7409,2019-02-26,11:58:00 AM,Sports and travel,Matras Yoga,85000,4,340000,OUT (Penjualan),80
702-72-0487,2019-02-26,12:28:00 PM,Electronic accessories,Kabel Data Type-C,35000,2,70000,OUT (Penjualan),54
518-71-6847,2019-02-26,3:10:00 PM,Food and beverages,Minyak Goreng 2L,32000,6,192000,OUT (Penjualan),88
477-24-6490,2019-02-26,4:52:00 PM,Health and beauty,Sabun Cair Lifebuoy,25000,6,150000,OUT (Penjualan),102
491-38-3499,2019-02-26,5:46:00 PM,Fashion accessories,Topi Baseball,35000,1,35000,OUT (Penjualan),138
154-74-7179,2019-02-26,7:24:00 PM,Sports and travel,Jas Hujan,65000,1,65000,OUT (Penjualan),90
649-11-3678,2019-02-26,8:26:00 PM,Food and beverages,Minyak Goreng 2L,32000,9,288000,OUT (Penjualan),79
250-81-7186,2019-02-27,10:23:00 AM,Electronic accessories,Powerbank 10000mAh,120000,1,120000,OUT (Penjualan),107
400-45-1220,2019-02-27,11:06:00 AM,Health and beauty,Pasta Gigi Pepsodent,15000,10,150000,OUT (Penjualan),139
243-55-8457,2019-02-27,11:40:00 AM,Food and beverages,Indomie Goreng,3500,10,35000,OUT (Penjualan),140
105-10-6182,2019-02-27,12:22:00 PM,Fashion accessories,Dompet Lipat,60000,2,120000,OUT (Penjualan),64
263-12-5321,2019-02-27,12:52:00 PM,Electronic accessories,Charger HP,45000,7,315000,OUT (Penjualan),120
605-72-4132,2019-02-27,3:12:00 PM,Food and beverages,Indomie Goreng,3500,8,28000,OUT (Penjualan),132
135-84-8019,2019-02-27,4:10:00 PM,Fashion accessories,Ikat Pinggang Hitam,45000,9,405000,OUT (Penjualan),89
370-41-7321,2019-02-27,5:24:00 PM,Health and beauty,Skincare Wardah,55000,9,495000,OUT (Penjualan),92
741-73-3559,2019-02-27,5:27:00 PM,Sports and travel,Matras Yoga,85000,5,425000,OUT (Penjualan),75
665-63-9737,2019-02-27,5:36:00 PM,Fashion accessories,Dompet Lipat,60000,3,180000,OUT (Penjualan),61
318-68-5053,2019-02-27,5:55:00 PM,Health and beauty,Shampo Clear,28000,6,168000,OUT (Penjualan),157
250-17-5703,2019-02-27,6:24:00 PM,Food and beverages,Indomie Goreng,3500,10,35000,OUT (Penjualan),122
191-29-0321,2019-02-27,6:57:00 PM,Fashion accessories,Kaos Kaki Polos,15000,10,150000,OUT (Penjualan),93
759-98-4285,2019-02-27,7:01:00 PM,Health and beauty,Sabun Cair Lifebuoy,25000,7,175000,OUT (Penjualan),95
709-58-4068,2019-02-28,2:42:00 PM,Fashion accessories,Ikat Pinggang Hitam,45000,10,450000,OUT (Penjualan),79
291-59-1384,2019-02-28,5:38:00 PM,Electronic accessories,Charger HP,45000,1,45000,OUT (Penjualan),119
142-72-4741,2019-02-28,6:37:00 PM,Fashion accessories,Dompet Lipat,60000,2,120000,OUT (Penjualan),59
399-46-5918,2019-02-28,7:01:00 PM,Electronic accessories,Charger HP,45000,8,360000,OUT (Penjualan),111
635-28-5728,2019-02-28,7:33:00 PM,Health and beauty,Sabun Cair Lifebuoy,25000,3,75000,OUT (Penjualan),92
786-94-2700,2019-02-28,8:18:00 PM,Food and beverages,Beras 5kg,65000,6,390000,OUT (Penjualan),58
811-03-8790,2019-03-01,10:22:00 AM,Electronic accessories,Charger HP,45000,10,450000,OUT (Penjualan),101
470-31-3286,2019-03-01,11:30:00 AM,Health and beauty,Skincare Wardah,55000,3,165000,OUT (Penjualan),89
207-73-1363,2019-03-01,12:15:00 PM,Health and beauty,Shampo Clear,28000,2,56000,OUT (Penjualan),155
189-98-2939,2019-03-01,1:22:00 PM,Fashion accessories,Topi Baseball,35000,9,315000,OUT (Penjualan),129
153-58-4872,2019-03-01,3:32:00 PM,Food and beverages,Indomie Goreng,3500,4,14000,OUT (Penjualan),118
453-63-6187,2019-03-01,3:40:00 PM,Electronic accessories,Kabel Data Type-C,35000,3,105000,OUT (Penjualan),51
